panel,cutoff,seed,model,year,elapsed,auc,baseline,delta,n,n_baseline
imbalanced,2016,0,LogReg,2022,6,0.649732481060606,0.7395947055136337,-0.08986222445302772,1318,8399
imbalanced,2016,0,LogReg,2023,7,0.7069602940828698,0.7395947055136337,-0.032634411430763954,1314,8399
imbalanced,2016,0,RF,2017,1,0.7428585525910028,0.7455069701278707,-0.002648417536867953,1358,8399
imbalanced,2016,0,RF,2018,2,0.7124264356382275,0.7455069701278707,-0.03308053448964321,1353,8399
imbalanced,2016,0,RF,2019,3,0.7281256674832486,0.7455069701278707,-0.01738130264462212,1344,8399
imbalanced,2016,0,RF,2020,4,0.7228466308836784,0.7455069701278707,-0.022660339244192307,1331,8399
imbalanced,2016,0,RF,2021,5,0.6412689164979535,0.7455069701278707,-0.10423805362991723,1322,8399
imbalanced,2016,0,RF,2022,6,0.6798697916666667,0.7455069701278707,-0.06563717846120398,1318,8399
imbalanced,2016,0,RF,2023,7,0.6946288885443791,0.7455069701278707,-0.05087808158349161,1314,8399
imbalanced,2016,0,GBM,2017,1,0.7482835609172431,0.7509235679936815,-0.002640007076438411,1358,8399
imbalanced,2016,0,GBM,2018,2,0.7207543379084936,0.7509235679936815,-0.030169230085187904,1353,8399
imbalanced,2016,0,GBM,2019,3,0.7289299435951933,0.7509235679936815,-0.021993624398488287,1344,8399
imbalanced,2016,0,GBM,2020,4,0.7192632874611565,0.7509235679936815,-0.03166028053252501,1331,8399
imbalanced,2016,0,GBM,2021,5,0.6324715615305068,0.7509235679936815,-0.11845200646317477,1322,8399
imbalanced,2016,0,GBM,2022,6,0.6676231060606062,0.7509235679936815,-0.08330046193307539,1318,8399
imbalanced,2016,0,GBM,2023,7,0.7106061123621487,0.7509235679936815,-0.040317455631532884,1314,8399
imbalanced,2016,1,LogReg,2017,1,0.7338432207256644,0.7277550004909743,0.006088220234690134,1350,8285
imbalanced,2016,1,LogReg,2018,2,0.7300615148208142,0.7277550004909743,0.0023065143298398594,1343,8285
imbalanced,2016,1,LogReg,2019,3,0.7219654319408013,0.7277550004909743,-0.0057895685501729854,1330,8285
imbalanced,2016,1,LogReg,2020,4,0.7496266641248054,0.7277550004909743,0.021871663633831084,1322,8285
imbalanced,2016,1,LogReg,2021,5,0.6357560934363442,0.7277550004909743,-0.0919989070546301,1320,8285
imbalanced,2016,1,LogReg,2022,6,0.6731865778200856,0.7277550004909743,-0.05456842267088868,1314,8285
imbalanced,2016,1,LogReg,2023,7,0.7149631422314269,0.7277550004909743,-0.012791858259547428,1318,8285
imbalanced,2016,1,RF,2017,1,0.7232672913239396,0.7278473340092966,-0.004580042685356944,1350,8285
imbalanced,2016,1,RF,2018,2,0.7275387709759665,0.7278473340092966,-0.00030856303333004487,1343,8285
imbalanced,2016,1,RF,2019,3,0.730564796451496,0.7278473340092966,0.002717462442199392,1330,8285
imbalanced,2016,1,RF,2020,4,0.7431625696805375,0.7278473340092966,0.015315235671240934,1322,8285
imbalanced,2016,1,RF,2021,5,0.6399650506233578,0.7278473340092966,-0.08788228338593873,1320,8285
imbalanced,2016,1,RF,2022,6,0.6713541170871012,0.7278473340092966,-0.05649321692219533,1314,8285
imbalanced,2016,1,RF,2023,7,0.7084474230589234,0.7278473340092966,-0.01939991095037319,1318,8285
