spec,panel,outcome,seed,model,entity,period,auc,n
exit    2011-2016 -> 2017-2020,imbalanced,is_exiter,4,GBM,E_unseen,P_unseen,0.7606856055609519,5351
deficit 2011-2018 -> 2019-2023,balanced,deficit,0,LogReg,E_seen,P_seen,0.7194815332745872,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,0,LogReg,E_unseen,P_seen,0.7306848131984003,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,0,LogReg,E_seen,P_unseen,0.687199228521419,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,0,LogReg,E_unseen,P_unseen,0.673543328795786,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,0,RF,E_seen,P_seen,0.7678183360365076,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,0,RF,E_unseen,P_seen,0.7213917717007955,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,0,RF,E_seen,P_unseen,0.7066952868347957,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,0,RF,E_unseen,P_unseen,0.6773061954641892,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,0,GBM,E_seen,P_seen,0.7387714497954527,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,0,GBM,E_unseen,P_seen,0.736451675933185,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,0,GBM,E_seen,P_unseen,0.7041795318216416,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,0,GBM,E_unseen,P_unseen,0.6914470551357357,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,1,LogReg,E_seen,P_seen,0.715410702578268,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,1,LogReg,E_unseen,P_seen,0.7220510850080553,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,1,LogReg,E_seen,P_unseen,0.6775348665676519,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,1,LogReg,E_unseen,P_unseen,0.6858226316143348,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,1,RF,E_seen,P_seen,0.7653041480454535,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,1,RF,E_unseen,P_seen,0.7210338020285756,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,1,RF,E_seen,P_unseen,0.6964802721188607,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,1,RF,E_unseen,P_unseen,0.6795333826396825,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,1,GBM,E_seen,P_seen,0.7379607869658084,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,1,GBM,E_unseen,P_seen,0.7318742918516614,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,1,GBM,E_seen,P_unseen,0.6912907105705085,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,1,GBM,E_unseen,P_unseen,0.6860168687479923,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,2,LogReg,E_seen,P_seen,0.7391345707267123,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,2,LogReg,E_unseen,P_seen,0.7250745682005117,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,2,LogReg,E_seen,P_unseen,0.6775976420060091,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,2,LogReg,E_unseen,P_unseen,0.6841594091749666,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,2,RF,E_seen,P_seen,0.7841558863051905,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,2,RF,E_unseen,P_seen,0.7220026927166522,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,2,RF,E_seen,P_unseen,0.702035417510493,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,2,RF,E_unseen,P_unseen,0.6907425202542,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,2,GBM,E_seen,P_seen,0.7616341703684815,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,2,GBM,E_unseen,P_seen,0.7316063274149356,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,2,GBM,E_seen,P_unseen,0.6981473678320385,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,2,GBM,E_unseen,P_unseen,0.6938638026483537,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,3,LogReg,E_seen,P_seen,0.7119737800357355,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,3,LogReg,E_unseen,P_seen,0.724805153489956,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,3,LogReg,E_seen,P_unseen,0.6799145773542288,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,3,LogReg,E_unseen,P_unseen,0.6949607242826644,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,3,RF,E_seen,P_seen,0.7560347580191887,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,3,RF,E_unseen,P_seen,0.7205808443764754,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,3,RF,E_seen,P_unseen,0.7009687585844891,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,3,RF,E_unseen,P_unseen,0.7064024731886401,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,3,GBM,E_seen,P_seen,0.7321382097640883,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,3,GBM,E_unseen,P_seen,0.73211453114492,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,3,GBM,E_seen,P_unseen,0.6961518506288589,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,3,GBM,E_unseen,P_unseen,0.7139874128423961,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,4,LogReg,E_seen,P_seen,0.7393567858814495,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,4,LogReg,E_unseen,P_seen,0.7098067697283568,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,4,LogReg,E_seen,P_unseen,0.6876480337531224,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,4,LogReg,E_unseen,P_unseen,0.67436696752187,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,4,RF,E_seen,P_seen,0.774952708809211,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,4,RF,E_unseen,P_seen,0.7059588700995454,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,4,RF,E_seen,P_unseen,0.706974869425754,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,4,RF,E_unseen,P_unseen,0.6752109719407902,5775
deficit 2011-2018 -> 2019-2023,balanced,deficit,4,GBM,E_seen,P_seen,0.7525341499556746,4310
deficit 2011-2018 -> 2019-2023,balanced,deficit,4,GBM,E_unseen,P_seen,0.7193531526728321,9240
deficit 2011-2018 -> 2019-2023,balanced,deficit,4,GBM,E_seen,P_unseen,0.7030928362597022,13470
deficit 2011-2018 -> 2019-2023,balanced,deficit,4,GBM,E_unseen,P_unseen,0.681746683768401,5775
deficit 2011-2016 -> 2017-2020,balanced,deficit,0,LogReg,E_seen,P_seen,0.7339175112612613,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,0,LogReg,E_unseen,P_seen,0.7254729750281352,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,0,LogReg,E_seen,P_unseen,0.7248202982465533,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,0,LogReg,E_unseen,P_unseen,0.7365255610085473,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,0,RF,E_seen,P_seen,0.7668019582082082,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,0,RF,E_unseen,P_seen,0.7160019098964827,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,0,RF,E_seen,P_unseen,0.7429034151889338,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,0,RF,E_unseen,P_unseen,0.7369339555070751,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,0,GBM,E_seen,P_seen,0.7434649004473223,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,0,GBM,E_unseen,P_seen,0.7285457179622363,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,0,GBM,E_seen,P_unseen,0.7359912051228272,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,0,GBM,E_unseen,P_unseen,0.7448965684544284,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,1,LogReg,E_seen,P_seen,0.7315650194960442,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,1,LogReg,E_unseen,P_seen,0.7229648141300199,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,1,LogReg,E_seen,P_unseen,0.7268344977844386,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,1,LogReg,E_unseen,P_unseen,0.7261482334003185,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,1,RF,E_seen,P_seen,0.7523597001304765,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,1,RF,E_unseen,P_seen,0.7162502952757747,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,1,RF,E_seen,P_unseen,0.7442333464722113,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,1,RF,E_unseen,P_unseen,0.7136373855757459,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,1,GBM,E_seen,P_seen,0.7381899506753852,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,1,GBM,E_unseen,P_seen,0.734092598702976,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,1,GBM,E_seen,P_unseen,0.7392293831513381,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,1,GBM,E_unseen,P_unseen,0.7297937965192272,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,2,LogReg,E_seen,P_seen,0.7294756191653976,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,2,LogReg,E_unseen,P_seen,0.7241598060330438,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,2,LogReg,E_seen,P_unseen,0.7214372644079176,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,2,LogReg,E_unseen,P_unseen,0.7375416215845538,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,2,RF,E_seen,P_seen,0.7664740478665379,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,2,RF,E_unseen,P_seen,0.7190450697188175,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,2,RF,E_seen,P_unseen,0.7429981235176615,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,2,RF,E_unseen,P_unseen,0.7376237694488046,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,2,GBM,E_seen,P_seen,0.7476743145770962,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,2,GBM,E_unseen,P_seen,0.7258854188324135,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,2,GBM,E_seen,P_unseen,0.7343905834704468,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,2,GBM,E_unseen,P_unseen,0.7429799292528307,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,3,LogReg,E_seen,P_seen,0.7396853310683231,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,3,LogReg,E_unseen,P_seen,0.7229637995983524,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,3,LogReg,E_seen,P_unseen,0.7221252959168998,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,3,LogReg,E_unseen,P_unseen,0.7415354346942502,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,3,RF,E_seen,P_seen,0.7871717878626558,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,3,RF,E_unseen,P_seen,0.7156798687523029,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,3,RF,E_seen,P_unseen,0.7390112903542546,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,3,RF,E_unseen,P_unseen,0.7373514841278724,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,3,GBM,E_seen,P_seen,0.7652671356194782,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,3,GBM,E_unseen,P_seen,0.7292542259192349,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,3,GBM,E_seen,P_unseen,0.7342980491112806,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,3,GBM,E_unseen,P_unseen,0.7479352980331404,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,4,LogReg,E_seen,P_seen,0.735050445877099,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,4,LogReg,E_unseen,P_seen,0.7044913088021421,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,4,LogReg,E_seen,P_unseen,0.7343312014522121,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,4,LogReg,E_unseen,P_unseen,0.7161875733905873,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,4,RF,E_seen,P_seen,0.7597272966409062,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,4,RF,E_unseen,P_seen,0.7050630198918082,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,4,RF,E_seen,P_unseen,0.7533286896318812,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,4,RF,E_unseen,P_unseen,0.7061015373619708,4620
deficit 2011-2016 -> 2017-2020,balanced,deficit,4,GBM,E_seen,P_seen,0.7490350310502603,3232
deficit 2011-2016 -> 2017-2020,balanced,deficit,4,GBM,E_unseen,P_seen,0.7123666184435866,6930
deficit 2011-2016 -> 2017-2020,balanced,deficit,4,GBM,E_seen,P_unseen,0.7441878755417651,10776
deficit 2011-2016 -> 2017-2020,balanced,deficit,4,GBM,E_unseen,P_unseen,0.7200649358244895,4620
deficit 2011-2018 -> 2021-2023,balanced,deficit,0,LogReg,E_seen,P_seen,0.7194815332745872,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,0,LogReg,E_unseen,P_seen,0.7306848131984003,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,0,LogReg,E_seen,P_unseen,0.6732283453482099,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,0,LogReg,E_unseen,P_unseen,0.6540369634669057,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,0,RF,E_seen,P_seen,0.7678183360365076,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,0,RF,E_unseen,P_seen,0.7213917717007955,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,0,RF,E_seen,P_unseen,0.6871735373516066,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,0,RF,E_unseen,P_unseen,0.6567372290531119,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,0,GBM,E_seen,P_seen,0.7387714497954527,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,0,GBM,E_unseen,P_seen,0.736451675933185,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,0,GBM,E_seen,P_unseen,0.6913903817543561,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,0,GBM,E_unseen,P_unseen,0.6731401564977537,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,1,LogReg,E_seen,P_seen,0.715410702578268,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,1,LogReg,E_unseen,P_seen,0.7220510850080553,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,1,LogReg,E_seen,P_unseen,0.6608709603403551,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,1,LogReg,E_unseen,P_unseen,0.6706746557894284,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,1,RF,E_seen,P_seen,0.7653041480454535,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,1,RF,E_unseen,P_seen,0.7210338020285756,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,1,RF,E_seen,P_unseen,0.6738132845710443,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,1,RF,E_unseen,P_unseen,0.6625581613047775,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,1,GBM,E_seen,P_seen,0.7379607869658084,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,1,GBM,E_unseen,P_seen,0.7318742918516614,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,1,GBM,E_seen,P_unseen,0.674747229534814,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,1,GBM,E_unseen,P_unseen,0.6701151026032939,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,2,LogReg,E_seen,P_seen,0.7391345707267123,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,2,LogReg,E_unseen,P_seen,0.7250745682005117,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,2,LogReg,E_seen,P_unseen,0.6658789981878062,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,2,LogReg,E_unseen,P_unseen,0.6571426712451451,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,2,RF,E_seen,P_seen,0.7841558863051905,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,2,RF,E_unseen,P_seen,0.7220026927166522,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,2,RF,E_seen,P_unseen,0.6857244848151618,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,2,RF,E_unseen,P_unseen,0.665455962253579,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,2,GBM,E_seen,P_seen,0.7616341703684815,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,2,GBM,E_unseen,P_seen,0.7316063274149356,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,2,GBM,E_seen,P_unseen,0.6869185410436666,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,2,GBM,E_unseen,P_unseen,0.6672616851474509,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,3,LogReg,E_seen,P_seen,0.7119737800357355,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,3,LogReg,E_unseen,P_seen,0.724805153489956,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,3,LogReg,E_seen,P_unseen,0.6674257965272218,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,3,LogReg,E_unseen,P_unseen,0.6702843198611746,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,3,RF,E_seen,P_seen,0.7560347580191887,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,3,RF,E_unseen,P_seen,0.7205808443764754,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,3,RF,E_seen,P_unseen,0.682554637375943,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,3,RF,E_unseen,P_unseen,0.685253145738548,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,3,GBM,E_seen,P_seen,0.7321382097640883,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,3,GBM,E_unseen,P_seen,0.73211453114492,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,3,GBM,E_seen,P_unseen,0.6833620026118137,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,3,GBM,E_unseen,P_unseen,0.6925440274122397,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,4,LogReg,E_seen,P_seen,0.7393567858814495,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,4,LogReg,E_unseen,P_seen,0.7098067697283568,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,4,LogReg,E_seen,P_unseen,0.6683619463418069,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,4,LogReg,E_unseen,P_unseen,0.6652624761881651,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,4,RF,E_seen,P_seen,0.774952708809211,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,4,RF,E_unseen,P_seen,0.7059588700995454,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,4,RF,E_seen,P_unseen,0.6813507499471869,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,4,RF,E_unseen,P_unseen,0.6650273911935645,3465
deficit 2011-2018 -> 2021-2023,balanced,deficit,4,GBM,E_seen,P_seen,0.7525341499556746,4310
deficit 2011-2018 -> 2021-2023,balanced,deficit,4,GBM,E_unseen,P_seen,0.7193531526728321,9240
deficit 2011-2018 -> 2021-2023,balanced,deficit,4,GBM,E_seen,P_unseen,0.6858036405886909,8082
deficit 2011-2018 -> 2021-2023,balanced,deficit,4,GBM,E_unseen,P_unseen,0.6710569421357245,3465
