test_year,LogReg,RF,GBM,deficit_rate
2016,0.7323562541397459,0.7601419643648026,0.7483379870357371,28.604832424006236
2017,0.7444782632030568,0.7742740121269025,0.7603970050676407,29.696024941543257
2018,0.7172509272025194,0.7483980636857126,0.7369110546960455,30.579371265263706
2019,0.7176372977800817,0.7515493200494072,0.7408301696720058,28.111197713691865
2020,0.7314783643355759,0.7540460553854484,0.7417408992698754,18.6282151208106
2021,0.6616415046576802,0.6990999195634557,0.6889676486316052,23.590542998181345
2022,0.6693906628850576,0.7023162728484642,0.6948336244844278,40.73785398804885
2023,0.7133395698651607,0.7445272884406297,0.736014887138392,32.08625617043388
